"Format","MoTeC CSV",,,"Workbook","Samples"
"Venue","Interlagos",,,"Worksheet","Graph"
"Vehicle","SupV8: Calvin Klos #10",,,"Vehicle Desc","SupV8: Calvin Klos #10"
"Driver","Joao Guilherme",,,"Engine ID",""
"Device","ADL"
"Comment","(Exported from rFactor Data Acquisition Plugin v1.3.2.0)",,,"Session",""
"Log Date","21/03/2020",,,"Origin Time","0.000","s"
"Log Time","01:18",,,"Start Time","0.000","s"
"Sample Rate","102.400","Hz",,"End Time","318.896","s"
"Duration","318.896","s",,"Start Distance","0","m"
"Range","entire outing",,,"End Distance","11163","m"

"Time","Distance","Engine RPM","Corr Speed","Throttle Pos","G Force Lat","G Force Long"
"Time","Distance","Engine RPM","Corr Speed","Throttle Pos","G Force Lat","G Force Long"
"s","m","rpm","km/h","%","G","G"


"151.768","5552","5106","117.5","100.00","0.868","-0.570"
"151.777","5552","5114","117.7","100.00","0.859","-0.573"
"151.787","5553","5121","117.9","100.00","0.850","-0.574"
"151.797","5553","5128","118.1","100.00","0.841","-0.574"
"151.807","5553","5136","118.3","100.00","0.832","-0.574"
"151.816","5554","5143","118.5","100.00","0.824","-0.572"
"151.826","5554","5151","118.7","100.00","0.817","-0.570"
"151.836","5554","5159","118.8","100.00","0.812","-0.567"
"151.846","5555","5167","119.0","100.00","0.809","-0.564"
"151.855","5555","5176","119.2","100.00","0.809","-0.559"
"151.865","5555","5185","119.4","100.00","0.812","-0.555"
"151.875","5556","5195","119.6","100.00","0.816","-0.551"
"151.885","5556","5206","119.8","100.00","0.821","-0.548"
"151.895","5556","5216","120.0","100.00","0.828","-0.547"
"151.904","5557","5227","120.2","100.00","0.836","-0.546"
"151.914","5557","5237","120.4","100.00","0.846","-0.548"
"151.924","5557","5248","120.5","100.00","0.858","-0.549"
"151.934","5558","5258","120.7","100.00","0.870","-0.552"
"151.943","5558","5268","120.9","100.00","0.884","-0.555"
"151.953","5558","5277","121.1","100.00","0.899","-0.558"
"151.963","5559","5286","121.3","100.00","0.914","-0.561"
"151.973","5559","5295","121.5","100.00","0.928","-0.563"
"151.982","5559","5303","121.7","100.00","0.941","-0.564"
"151.992","5559","5312","121.9","100.00","0.952","-0.565"
"152.002","5560","5321","122.1","100.00","0.963","-0.565"
"152.012","5560","5329","122.3","100.00","0.970","-0.565"
"152.021","5560","5338","122.4","100.00","0.976","-0.566"
"152.031","5561","5347","122.6","100.00","0.980","-0.567"
"152.041","5561","5356","122.8","100.00","0.983","-0.568"
"152.051","5561","5365","123.0","100.00","0.983","-0.570"
"152.061","5562","5373","123.2","100.00","0.979","-0.573"
"152.070","5562","5382","123.4","100.00","0.973","-0.578"
"152.080","5562","5390","123.6","100.00","0.964","-0.581"
"152.090","5563","5398","123.8","100.00","0.954","-0.584"
"152.100","5563","5405","124.0","100.00","0.945","-0.586"
"152.109","5563","5412","124.2","100.00","0.937","-0.588"
"152.119","5564","5419","124.4","100.00","0.929","-0.589"
"152.129","5564","5426","124.6","100.00","0.923","-0.588"
"152.139","5564","5433","124.8","100.00","0.918","-0.585"
"152.148","5565","5441","125.0","100.00","0.913","-0.581"
"152.158","5565","5449","125.2","100.00","0.909","-0.576"
"152.168","5566","5458","125.4","100.00","0.907","-0.570"
"152.178","5566","5467","125.6","100.00","0.907","-0.565"
"152.188","5566","5477","125.8","100.00","0.908","-0.561"
"152.197","5567","5488","125.9","100.00","0.910","-0.560"
"152.207","5567","5498","126.1","100.00","0.912","-0.560"
"152.217","5567","5509","126.3","100.00","0.914","-0.561"
"152.227","5568","5519","126.5","100.00","0.916","-0.565"
"152.236","5568","5529","126.7","100.00","0.918","-0.569"
"152.246","5568","5539","126.9","100.00","0.918","-0.576"
"152.256","5569","5548","127.1","100.00","0.914","-0.582"
"152.266","5569","5556","127.3","100.00","0.909","-0.586"
"152.275","5569","5564","127.5","100.00","0.902","-0.591"
"152.285","5570","5571","127.7","100.00","0.893","-0.594"
"152.295","5570","5579","127.9","100.00","0.883","-0.595"
"152.305","5570","5587","128.1","100.00","0.874","-0.595"
"152.314","5571","5595","128.3","100.00","0.865","-0.593"
"152.324","5571","5603","128.5","100.00","0.860","-0.589"
"152.334","5571","5612","128.7","100.00","0.857","-0.582"
"152.344","5572","5622","128.9","100.00","0.857","-0.570"
"152.354","5572","5633","129.1","100.00","0.856","-0.565"
"152.363","5572","5645","129.3","100.00","0.863","-0.556"
"152.373","5573","5659","129.5","100.00","0.879","-0.547"
"152.383","5573","5673","129.6","100.00","0.889","-0.546"
"152.393","5573","5687","129.8","100.00","0.879","-0.556"
"152.402","5574","5701","130.0","100.00","0.887","-0.560"
"152.412","5574","5715","130.2","100.00","0.962","-0.532"
"152.422","5574","5727","130.4","100.00","0.947","-0.566"
"152.432","5575","5740","130.6","100.00","0.968","-0.558"
"152.441","5575","5750","130.8","100.00","0.964","-0.595"
"152.451","5576","5758","131.0","100.00","0.978","-0.605"
"152.461","5576","5766","131.2","100.00","0.999","-0.581"
"152.471","5576","5775","131.3","100.00","0.996","-0.576"
"152.480","5577","5783","131.6","100.00","1.021","-0.584"
"152.490","5577","5791","131.7","100.00","1.119","-0.556"
"152.500","5577","5801","131.9","100.00","1.023","-0.595"
"152.510","5578","5809","132.1","100.00","1.052","-0.594"
"152.520","5578","5817","132.3","100.00","1.046","-0.583"
"152.529","5578","5825","132.5","100.00","1.012","-0.620"
"152.539","5579","5833","132.7","100.00","1.029","-0.607"
"152.549","5579","5840","132.9","100.00","1.060","-0.562"
"152.559","5579","5849","133.1","100.00","0.986","-0.663"
"152.568","5580","5857","133.3","100.00","0.982","-0.607"
"152.578","5580","5861","133.6","100.00","0.862","-0.666"
"152.588","5581","5864","133.8","100.00","0.882","-0.630"
"152.598","5581","5871","134.0","100.00","0.938","-0.601"
"152.607","5581","5882","134.2","100.00","0.904","-0.615"
"152.617","5582","5890","134.4","100.00","0.940","-0.595"
"152.627","5582","5899","134.6","100.00","0.979","-0.556"
"152.637","5582","5911","134.8","100.00","0.843","-0.581"
"152.646","5583","5924","134.9","100.00","1.047","-0.516"
"152.656","5583","5938","135.1","100.00","1.020","-0.395"
"152.666","5583","5971","135.2","100.00","0.963","-0.598"
"152.676","5584","5987","135.4","100.00","1.047","-0.512"
"152.686","5584","6002","135.6","100.00","1.016","-0.601"
"152.695","5585","6008","135.8","100.00","1.030","-0.641"
"152.705","5585","6008","136.0","100.00","1.082","-0.604"
"152.715","5585","6010","136.2","100.00","1.073","-0.651"
"152.725","5586","6010","136.4","100.00","1.254","-0.485"
"152.734","5586","6035","136.6","100.00","1.207","-0.601"
"152.744","5586","6031","136.8","100.00","1.181","-0.642"
"152.754","5587","6030","137.0","100.00","1.186","-0.644"
"152.764","5587","6029","137.2","100.00","1.050","-0.585"
"152.773","5588","6027","137.4","100.00","1.139","-0.471"
"152.783","5588","6028","137.6","100.00","1.235","-0.518"
"152.793","5588","6034","137.8","100.00","1.104","-0.686"
"152.803","5589","6042","138.0","100.00","1.182","-0.529"
"152.813","5589","6049","138.2","100.00","0.983","-0.670"
"152.822","5589","6051","138.4","100.00","1.030","-0.587"
"152.832","5590","6059","138.6","100.00","0.980","-0.654"
"152.842","5590","6062","138.8","100.00","1.001","-0.623"
"152.852","5590","6078","139.0","100.00","1.076","-0.516"
"152.861","5591","6096","139.2","100.00","1.017","-0.547"
"152.871","5591","6101","139.4","100.00","0.894","-0.666"
"152.881","5592","6096","139.6","100.00","0.984","-0.572"
"152.891","5592","6099","139.8","100.00","0.914","-0.554"
"152.900","5592","6104","140.0","100.00","0.921","-0.665"
"152.910","5593","6113","140.2","100.00","0.838","-0.562"
"152.920","5593","6124","140.4","100.00","0.811","-0.612"
"152.930","5594","6132","140.6","100.00","0.807","-0.596"
"152.939","5594","6139","140.8","100.00","0.791","-0.598"
"152.949","5594","6149","141.0","100.00","0.832","-0.606"
"152.959","5595","6159","141.2","100.00","0.945","-0.511"
"152.969","5595","6177","141.3","100.00","0.874","-0.618"
"152.979","5595","6181","141.5","100.00","0.990","-0.526"
"152.988","5596","6191","141.7","100.00","0.876","-0.519"
"152.998","5596","6207","141.9","100.00","0.904","-0.582"
"153.008","5597","6217","142.1","100.00","0.892","-0.588"
"153.018","5597","6222","142.3","100.00","0.900","-0.616"
"153.027","5597","6225","142.5","100.00","0.910","-0.643"
"153.037","5598","6227","142.7","100.00","0.884","-0.604"
"153.047","5598","6229","142.9","100.00","0.976","-0.599"
"153.057","5598","6237","143.1","100.00","1.000","-0.578"
"153.066","5599","6248","143.3","100.00","0.952","-0.615"
"153.076","5599","6252","143.5","100.00","1.002","-0.558"
"153.086","5600","6261","143.7","100.00","0.970","-0.613"
"153.096","5600","6266","143.9","100.00","0.933","-0.646"
"153.105","5600","6268","144.1","100.00","0.887","-0.638"
"153.115","5601","6273","144.3","100.00","0.839","-0.628"
"153.125","5601","6279","144.5","100.00","0.885","-0.574"
"153.135","5602","6285","144.7","100.00","0.802","-0.617"
"153.145","5602","6292","144.9","100.00","0.827","-0.572"
"153.154","5602","6304","145.1","100.00","0.881","-0.515"
"153.164","5603","6314","145.3","100.00","0.836","-0.564"
"153.174","5603","6318","145.5","100.00","0.825","-0.593"
"153.184","5604","6321","145.7","100.00","0.820","-0.579"
"153.193","5604","6327","145.9","100.00","0.790","-0.566"
"153.203","5604","6334","146.1","100.00","0.796","-0.567"
"153.213","5605","6341","146.3","100.00","0.765","-0.556"
"153.223","5605","6348","146.4","100.00","0.798","-0.560"
"153.232","5606","6355","146.6","100.00","0.811","-0.568"
"153.242","5606","6364","146.8","100.00","0.816","-0.564"
"153.252","5606","6375","147.0","100.00","0.809","-0.570"
"153.262","5607","6383","147.2","100.00","0.797","-0.581"
"153.271","5607","6390","147.4","100.00","0.783","-0.588"
"153.281","5608","6397","147.6","100.00","0.770","-0.585"
"153.291","5608","6406","147.8","100.00","0.770","-0.570"
"153.301","5608","6415","148.0","100.00","0.747","-0.586"
"153.311","5609","6422","148.2","100.00","0.739","-0.585"
"153.320","5609","6430","148.4","100.00","0.733","-0.583"
"153.330","5610","6436","148.6","100.00","0.729","-0.579"
"153.340","5610","6443","148.8","100.00","0.729","-0.574"
"153.350","5610","6450","149.0","100.00","0.732","-0.568"
"153.359","5611","6458","149.2","100.00","0.736","-0.562"
"153.369","5611","6465","149.4","100.00","0.742","-0.558"
"153.379","5612","6473","149.6","100.00","0.747","-0.555"
"153.389","5612","6482","149.8","100.00","0.753","-0.554"
"153.398","5612","6490","149.9","100.00","0.763","-0.553"
"153.408","5613","6499","150.1","100.00","0.777","-0.553"
"153.418","5613","6507","150.3","100.00","0.793","-0.551"
"153.428","5614","6515","150.5","100.00","0.811","-0.549"
"153.438","5614","6524","150.7","100.00","0.828","-0.545"
"153.447","5614","6533","150.9","100.00","0.843","-0.541"
"153.457","5615","6542","151.1","100.00","0.857","-0.537"
"153.467","5615","6552","151.3","100.00","0.869","-0.536"
"153.477","5616","6562","151.4","100.00","0.881","-0.537"
"153.486","5616","6572","151.6","100.00","0.889","-0.541"
"153.496","5616","6581","151.8","100.00","0.895","-0.546"
"153.506","5617","6591","152.0","100.00","0.900","-0.550"
"153.516","5617","6600","152.2","100.00","0.903","-0.552"
"153.525","5618","6609","152.4","100.00","0.906","-0.553"
"153.535","5618","6619","152.6","100.00","0.907","-0.554"
"153.545","5618","6628","152.7","100.00","0.909","-0.555"
"153.555","5619","6637","152.9","100.00","0.913","-0.553"
"153.564","5619","6645","153.1","100.00","0.919","-0.550"
"153.574","5620","6653","153.3","100.00","0.929","-0.545"
"153.584","5620","6661","153.5","100.00","0.941","-0.541"
"153.594","5621","6669","153.7","100.00","0.954","-0.536"
"153.604","5621","6678","153.8","100.00","0.971","-0.532"
"153.613","5621","6687","154.0","100.00","0.986","-0.530"
"153.623","5622","6696","154.2","100.00","0.999","-0.531"
"153.633","5622","6705","154.4","100.00","1.010","-0.535"
"153.643","5623","6714","154.6","100.00","1.018","-0.540"
"153.652","5623","6723","154.7","100.00","1.022","-0.543"
"153.662","5623","6732","154.9","100.00","1.025","-0.545"
"153.672","5624","6741","155.1","100.00","1.027","-0.545"
"153.682","5624","6750","155.3","100.00","1.028","-0.545"
"153.691","5625","6759","155.5","100.00","1.031","-0.545"
"153.701","5625","6766","155.7","100.00","1.031","-0.546"
"153.711","5626","6773","155.8","100.00","1.029","-0.546"
"153.721","5626","6780","156.0","100.00","1.024","-0.544"
"153.730","5626","6787","156.2","100.00","1.018","-0.543"
"153.740","5627","6795","156.4","100.00","1.012","-0.542"
"153.750","5627","6802","156.6","100.00","1.006","-0.543"
"153.760","5628","6810","156.8","100.00","1.000","-0.544"
"153.770","5628","6818","156.9","100.00","0.993","-0.547"
"153.779","5629","6825","157.1","100.00","0.986","-0.548"
"153.789","5629","6832","157.3","100.00","0.982","-0.546"
"153.799","5629","6840","157.5","100.00","0.982","-0.541"
"153.809","5630","6847","157.7","100.00","0.988","-0.534"
"153.818","5630","6855","157.8","100.00","0.999","-0.524"
"153.828","5631","6863","158.0","100.00","1.015","-0.514"
"153.838","5631","6872","158.2","100.00","1.032","-0.504"
"153.848","5632","6882","158.4","100.00","1.052","-0.498"
"153.857","5632","6893","158.5","100.00","1.072","-0.496"
"153.867","5632","6903","158.7","100.00","1.094","-0.499"
"153.877","5633","6913","158.9","100.00","1.117","-0.505"
"153.887","5633","6922","159.0","100.00","1.140","-0.510"
"153.896","5634","6932","159.2","100.00","1.162","-0.515"
"153.906","5634","6940","159.4","100.00","1.182","-0.517"
"153.916","5635","6949","159.5","100.00","1.200","-0.518"
"153.926","5635","6958","159.7","100.00","1.217","-0.517"
"153.936","5635","6967","159.9","100.00","1.232","-0.515"
"153.945","5636","6975","160.1","100.00","1.245","-0.512"
"153.955","5636","6984","160.2","100.00","1.257","-0.510"
"153.965","5637","6992","160.4","100.00","1.267","-0.511"
"153.975","5637","7001","160.6","100.00","1.274","-0.512"
"153.984","5638","7009","160.7","100.00","1.280","-0.515"
"153.994","5638","7017","160.9","100.00","1.284","-0.519"
"154.004","5638","7024","161.1","100.00","1.285","-0.522"
"154.014","5639","7032","161.2","100.00","1.282","-0.526"
"154.023","5639","7039","161.4","100.00","1.276","-0.529"
"154.033","5640","7046","161.6","100.00","1.269","-0.531"
"154.043","5640","7052","161.8","100.00","1.261","-0.530"
"154.053","5641","7059","161.9","100.00","1.253","-0.528"
"154.063","5641","7065","162.1","100.00","1.248","-0.525"
"154.072","5641","7070","162.3","100.00","1.246","-0.520"
"154.082","5642","7076","162.4","100.00","1.246","-0.515"
"154.092","5642","7083","162.6","100.00","1.245","-0.511"
"154.102","5643","7089","162.8","100.00","1.244","-0.507"
"154.111","5643","7096","162.9","100.00","1.244","-0.506"
"154.121","5644","7104","163.1","100.00","1.243","-0.505"
"154.131","5644","7111","163.3","100.00","1.243","-0.505"
"154.141","5645","7119","163.4","100.00","1.247","-0.504"
"154.150","5645","7127","163.6","100.00","1.252","-0.502"
"154.160","5645","7135","163.8","100.00","1.260","-0.498"
"154.170","5646","7143","163.9","100.00","1.271","-0.494"
"154.180","5646","7151","164.1","100.00","1.285","-0.489"
"154.189","5647","7159","164.3","100.00","1.299","-0.483"
"154.199","5647","7168","164.4","100.00","1.314","-0.479"
"154.209","5648","7177","164.6","100.00","1.329","-0.477"
"154.219","5648","7187","164.7","100.00","1.344","-0.476"
"154.229","5649","7196","164.9","100.00","1.357","-0.478"
"154.238","5649","7205","165.0","100.00","1.370","-0.481"
"154.248","5649","7214","165.2","100.00","1.382","-0.486"
"154.258","5650","7223","165.3","100.00","1.392","-0.489"
"154.268","5650","7231","165.5","100.00","1.401","-0.490"
"154.277","5651","7239","165.7","100.00","1.410","-0.489"
"154.287","5651","7246","165.8","100.00","1.420","-0.486"
"154.297","5652","7254","166.0","100.00","1.429","-0.484"
"154.307","5652","7261","166.1","100.00","1.434","-0.483"
"154.316","5653","7269","166.3","100.00","1.434","-0.484"
"154.326","5653","7276","166.4","100.00","1.431","-0.485"
"154.336","5653","7284","166.6","100.00","1.424","-0.488"
"154.346","5654","7291","166.8","100.00","1.414","-0.491"
"154.355","5654","7299","166.9","100.00","1.400","-0.496"
"154.365","5655","7305","167.1","100.00","1.383","-0.500"
"154.375","5655","7311","167.2","100.00","1.368","-0.502"
"154.385","5656","7317","167.4","100.00","1.356","-0.502"
"154.395","5656","7322","167.6","100.00","1.349","-0.498"
"154.404","5657","7327","167.7","100.00","1.349","-0.491"
"154.414","5657","7332","167.9","100.00","1.356","-0.482"
"154.424","5658","7337","168.0","100.00","1.369","-0.470"
"154.434","5658","7344","168.2","100.00","1.385","-0.460"
"154.443","5658","7351","168.3","100.00","1.396","-0.457"
"154.453","5659","7358","168.4","100.00","1.403","-0.459"
"154.463","5659","7366","168.6","100.00","1.408","-0.464"
"154.473","5660","7373","168.8","100.00","1.411","-0.471"
"154.482","5660","7380","168.9","100.00","1.412","-0.477"
"154.492","5661","7387","169.1","100.00","1.408","-0.481"
"154.502","5661","7393","169.2","100.00","1.400","-0.483"
"154.512","5662","7399","169.4","100.00","1.390","-0.481"
"154.521","5662","7405","169.5","100.00","1.381","-0.478"
"154.531","5663","7412","169.7","100.00","1.374","-0.472"
"154.541","5663","7418","169.8","100.00","1.371","-0.465"
"154.551","5663","7425","169.9","100.00","1.372","-0.457"
"154.561","5664","7432","170.1","100.00","1.376","-0.451"
"154.570","5664","7440","170.2","100.00","1.383","-0.447"
"154.580","5665","7448","170.4","100.00","1.391","-0.447"
"154.590","5665","7455","170.5","100.00","1.399","-0.451"
"154.600","5666","7462","170.7","100.00","1.404","-0.455"
"154.609","5666","7468","170.8","100.00","1.408","-0.459"
"154.619","5667","7474","170.9","100.00","1.410","-0.461"
"154.629","5667","7477","171.1","100.00","1.410","-0.457"
"154.639","5668","7477","171.2","99.15","1.410","-0.448"
"154.648","5668","7478","171.4","96.35","1.409","-0.437"
"154.658","5669","7482","171.5","91.09","1.416","-0.379"
"154.668","5669","7501","171.6","83.86","1.456","-0.113"
"154.678","5669","7501","171.6","75.09","1.463","0.067"
"154.688","5670","7501","171.5","63.53","1.463","0.120"
"154.697","5670","7500","171.4","51.86","1.462","0.136"
"154.707","5671","7488","171.4","40.31","1.465","0.141"
"154.717","5671","7458","171.3","29.17","1.472","0.143"
"154.727","5672","7411","171.3","19.46","1.482","0.145"
"154.736","5672","7352","171.2","12.44","1.494","0.147"
"154.746","5673","7295","171.1","8.31","1.508","0.150"
"154.756","5673","7238","171.1","5.71","1.521","0.151"
"154.766","5674","7182","171.0","4.90","1.531","0.153"
"154.775","5674","7126","170.9","5.99","1.536","0.153"
"154.785","5675","7070","170.9","8.75","1.535","0.152"
"154.795","5675","6990","170.8","12.86","1.528","0.023"
"154.805","5675","6823","170.8","18.39","1.507","-0.195"
"154.814","5676","6551","170.9","25.10","1.479","-0.343"
"154.824","5676","6278","171.0","31.90","1.469","-0.365"
"154.834","5677","6156","171.1","38.99","1.483","-0.192"
"154.844","5677","6112","171.1","44.93","1.478","-0.069"
"154.854","5678","6098","171.1","49.53","1.466","-0.027"
"154.863","5678","6100","171.1","54.09","1.456","-0.032"
"154.873","5679","6111","171.1","59.07","1.449","-0.062"
"154.883","5679","6128","171.2","63.99","1.447","-0.101"
"154.893","5680","6146","171.2","68.32","1.452","-0.139"
"154.902","5680","6164","171.2","72.09","1.459","-0.175"
"154.912","5681","6183","171.3","75.14","1.465","-0.211"
"154.922","5681","6199","171.3","77.69","1.470","-0.242"
"154.932","5681","6213","171.4","79.61","1.471","-0.271"
"154.941","5682","6225","171.5","80.99","1.469","-0.293"
"154.951","5682","6234","171.6","81.83","1.463","-0.310"
"154.961","5683","6241","171.7","82.57","1.452","-0.323"
"154.971","5683","6247","171.8","83.54","1.440","-0.332"
"154.980","5684","6252","171.9","84.57","1.427","-0.338"
"154.990","5684","6257","172.0","85.65","1.415","-0.342"
"155.000","5685","6261","172.1","87.65","1.407","-0.344"
"155.010","5685","6266","172.2","88.76","1.400","-0.345"
"155.020","5686","6271","172.3","90.14","1.395","-0.346"
"155.029","5686","6277","172.4","91.53","1.392","-0.348"
"155.039","5687","6283","172.6","92.64","1.389","-0.352"
"155.049","5687","6288","172.7","93.67","1.386","-0.356"
"155.059","5688","6294","172.8","94.94","1.382","-0.361"
"155.068","5688","6300","172.9","96.10","1.379","-0.366"
"155.078","5688","6305","173.0","96.47","1.376","-0.368"
"155.088","5689","6310","173.1","97.55","1.376","-0.370"
"155.098","5689","6316","173.2","98.52","1.378","-0.369"
"155.107","5690","6321","173.3","99.06","1.384","-0.368"
"155.117","5690","6326","173.5","99.59","1.393","-0.366"
"155.127","5691","6332","173.6","100.00","1.402","-0.364"
"155.137","5691","6338","173.7","100.00","1.412","-0.363"
"155.146","5692","6344","173.8","100.00","1.422","-0.364"
"155.156","5692","6349","173.9","100.00","1.425","-0.368"
"155.166","5693","6355","174.0","100.00","1.422","-0.375"
"155.176","5693","6360","174.1","100.00","1.416","-0.381"
"155.186","5694","6365","174.3","100.00","1.402","-0.387"
"155.195","5694","6369","174.4","100.00","1.384","-0.393"
"155.205","5695","6372","174.5","100.00","1.366","-0.396"
"155.215","5695","6375","174.6","100.00","1.349","-0.396"
"155.225","5695","6377","174.8","100.00","1.335","-0.394"
"155.234","5696","6380","174.9","100.00","1.325","-0.390"
"155.244","5696","6383","175.0","100.00","1.321","-0.384"
"155.254","5697","6386","175.1","100.00","1.317","-0.378"
"155.264","5697","6390","175.2","100.00","1.314","-0.374"
"155.273","5698","6394","175.3","100.00","1.311","-0.372"
"155.283","5698","6399","175.5","100.00","1.305","-0.374"
"155.293","5699","6404","175.6","100.00","1.296","-0.378"
"155.303","5699","6408","175.7","100.00","1.282","-0.382"
"155.313","5700","6413","175.8","100.00","1.262","-0.386"
"155.322","5700","6416","175.9","100.00","1.245","-0.387"
"155.332","5701","6420","176.1","100.00","1.225","-0.387"
"155.342","5701","6425","176.2","100.00","1.213","-0.383"
"155.352","5702","6429","176.3","100.00","1.204","-0.378"
"155.361","5702","6435","176.4","100.00","1.201","-0.370"
"155.371","5703","6441","176.5","100.00","1.204","-0.360"
"155.381","5703","6449","176.6","100.00","1.210","-0.353"
"155.391","5704","6457","176.8","100.00","1.216","-0.351"
"155.400","5704","6466","176.9","100.00","1.223","-0.353"
"155.410","5705","6474","177.0","100.00","1.232","-0.356"
"155.420","5705","6480","177.1","100.00","1.254","-0.362"
"155.430","5705","6486","177.2","100.00","1.275","-0.367"
"155.439","5706","6491","177.3","100.00","1.295","-0.370"
"155.449","5706","6495","177.4","100.00","1.313","-0.368"
"155.459","5707","6500","177.5","100.00","1.327","-0.363"
"155.469","5707","6506","177.6","100.00","1.342","-0.359"
"155.479","5708","6512","177.8","100.00","1.361","-0.354"
"155.488","5708","6519","177.9","100.00","1.382","-0.350"
"155.498","5709","6526","178.0","100.00","1.403","-0.350"
"155.508","5709","6533","178.1","100.00","1.419","-0.352"
"155.518","5710","6541","178.2","100.00","1.431","-0.355"
"155.527","5710","6548","178.3","100.00","1.442","-0.360"
"155.537","5711","6554","178.4","100.00","1.453","-0.366"
"155.547","5711","6560","178.5","100.00","1.459","-0.371"
"155.557","5712","6565","178.6","100.00","1.459","-0.376"
"155.566","5712","6570","178.7","100.00","1.458","-0.375"
"155.576","5713","6574","178.8","100.00","1.458","-0.375"
"155.586","5713","6578","178.9","100.00","1.460","-0.375"
"155.596","5714","6583","179.0","100.00","1.461","-0.372"
"155.605","5714","6588","179.1","100.00","1.463","-0.369"
"155.615","5715","6593","179.2","100.00","1.466","-0.368"
"155.625","5715","6598","179.3","100.00","1.473","-0.368"
"155.635","5716","6603","179.4","100.00","1.478","-0.368"
"155.645","5716","6609","179.6","100.00","1.477","-0.372"
"155.654","5717","6613","179.7","100.00","1.474","-0.376"
"155.664","5717","6618","179.8","100.00","1.469","-0.377"
"155.674","5718","6622","179.9","100.00","1.460","-0.380"
"155.684","5718","6625","180.0","100.00","1.444","-0.381"
"155.693","5718","6629","180.1","100.00","1.426","-0.381"
"155.703","5719","6632","180.2","100.00","1.410","-0.380"
"155.713","5719","6636","180.3","100.00","1.398","-0.379"
"155.723","5720","6640","180.4","100.00","1.384","-0.378"
"155.732","5720","6645","180.5","100.00","1.373","-0.376"
"155.742","5721","6650","180.6","100.00","1.363","-0.375"
"155.752","5721","6655","180.8","100.00","1.357","-0.377"
"155.762","5722","6660","180.9","100.00","1.352","-0.378"
"155.771","5722","6665","181.0","100.00","1.348","-0.380"
"155.781","5723","6669","181.1","100.00","1.345","-0.382"
"155.791","5723","6673","181.2","100.00","1.336","-0.383"
"155.801","5724","6677","181.3","100.00","1.331","-0.383"
"155.811","5724","6680","181.4","100.00","1.328","-0.382"
"155.820","5725","6683","181.5","100.00","1.329","-0.380"
"155.830","5725","6687","181.6","100.00","1.331","-0.375"
"155.840","5726","6691","181.7","100.00","1.337","-0.368"
"155.850","5726","6696","181.8","100.00","1.351","-0.363"
"155.859","5727","6701","181.9","100.00","1.370","-0.358"
"155.869","5727","6707","182.0","100.00","1.390","-0.355"
"155.879","5728","6713","182.1","100.00","1.413","-0.353"
"155.889","5728","6718","182.2","100.00","1.435","-0.354"
"155.898","5729","6724","182.3","100.00","1.456","-0.359"
"155.908","5729","6729","182.4","100.00","1.471","-0.365"
"155.918","5730","6733","182.5","100.00","1.480","-0.372"
"155.928","5730","6737","182.6","100.00","1.483","-0.378"
"155.938","5731","6740","182.7","100.00","1.481","-0.383"
"155.947","5731","6742","182.8","100.00","1.472","-0.386"
"155.957","5732","6745","183.0","100.00","1.455","-0.387"
"155.967","5732","6748","183.1","100.00","1.440","-0.389"
"155.977","5733","6751","183.2","100.00","1.423","-0.389"
"155.986","5733","6754","183.3","100.00","1.408","-0.390"
"155.996","5734","6757","183.4","100.00","1.394","-0.390"
"156.006","5734","6761","183.5","100.00","1.381","-0.390"
"156.016","5735","6764","183.6","100.00","1.367","-0.391"
"156.025","5735","6768","183.7","100.00","1.354","-0.392"
"156.035","5736","6770","183.8","100.00","1.340","-0.394"
"156.045","5736","6773","184.0","100.00","1.328","-0.394"
"156.055","5737","6775","184.1","100.00","1.314","-0.393"
"156.064","5737","6776","184.2","100.00","1.303","-0.391"
"156.074","5738","6778","184.3","100.00","1.296","-0.386"
"156.084","5738","6781","184.4","100.00","1.292","-0.381"
"156.094","5739","6783","184.5","100.00","1.293","-0.376"
"156.104","5739","6787","184.6","100.00","1.300","-0.371"
"156.113","5740","6791","184.7","100.00","1.310","-0.367"
"156.123","5740","6795","184.8","100.00","1.322","-0.366"
"156.133","5741","6800","184.9","100.00","1.334","-0.368"
"156.143","5741","6804","185.1","100.00","1.343","-0.373"
"156.152","5742","6808","185.2","100.00","1.349","-0.379"
"156.162","5742","6811","185.3","100.00","1.348","-0.386"
"156.172","5743","6814","185.4","100.00","1.343","-0.393"
"156.182","5743","6815","185.5","100.00","1.333","-0.398"
"156.191","5744","6817","185.6","100.00","1.318","-0.399"
"156.201","5744","6818","185.7","100.00","1.303","-0.398"
"156.211","5745","6820","185.8","100.00","1.289","-0.393"
"156.221","5745","6822","186.0","100.00","1.281","-0.386"
"156.230","5746","6825","186.1","100.00","1.280","-0.378"
"156.240","5746","6829","186.2","100.00","1.285","-0.370"
"156.250","5747","6833","186.3","100.00","1.298","-0.364"
"156.260","5747","6837","186.4","100.00","1.315","-0.360"
"156.270","5748","6841","186.5","100.00","1.335","-0.361"
"156.279","5748","6845","186.6","100.00","1.356","-0.365"
"156.289","5749","6848","186.7","100.00","1.376","-0.371"
"156.299","5749","6850","186.8","100.00","1.392","-0.378"
"156.309","5750","6852","186.9","100.00","1.404","-0.384"
"156.318","5750","6854","187.0","100.00","1.408","-0.386"
"156.328","5751","6856","187.2","100.00","1.407","-0.387"
