"Format","MoTeC CSV",,,"Workbook","Samples"
"Venue","Interlagos",,,"Worksheet","Graph"
"Vehicle","BoxerCup: Eric Monteiro #8",,,"Vehicle Desc","BoxerCup: Eric Monteiro #8"
"Driver","Ohira",,,"Engine ID",""
"Device","ADL"
"Comment","(Exported from rFactor Data Acquisition Plugin v1.3.2.0)",,,"Session",""
"Log Date","26/10/2020",,,"Origin Time","223.173","s"
"Log Time","19:43",,,"Start Time","223.184","s"
"Sample Rate","51.200","Hz",,"End Time","319.297","s"
"Duration","96.113","s",,"Start Distance","8939","m"
"Range","Lap 2",,,"End Distance","13176","m"

"Time","Distance","Corr Speed","Throttle Pos","Brake Pedal Pos","Steering Wheel Pct","Gear","G Force Lat","curvature","Suspension Pos FR"
"Time","Distance","Corr Speed","Throttle Pos","Brake Pedal Pos","Steering Wheel Pct","Gear","G Force Lat","curvature","Suspension Pos FR"
"s","m","km/h","%","%","%","","G","","mm"


"75.078","3132","108.3","32.81","0.00","-10.36","2","1.1046","0","45.28"
"75.098","3133","108.4","32.81","0.00","-10.64","2","1.1432","0","45.29"
"75.117","3133","108.4","32.81","0.00","-10.96","2","1.0914","0","45.54"
"75.137","3134","108.4","32.81","0.00","-11.20","2","1.1587","0","45.66"
"75.156","3134","108.4","32.81","0.00","-11.39","2","1.1712","0","45.88"
"75.176","3135","108.5","32.81","0.00","-11.51","2","1.1697","0","46.14"
"75.195","3136","108.5","32.81","0.00","-11.59","2","1.1896","0","46.42"
"75.215","3136","108.5","32.95","0.00","-11.62","2","1.2266","0","46.67"
"75.234","3137","108.6","33.21","0.00","-11.62","2","1.2551","0","46.91"
"75.254","3137","108.6","33.21","0.00","-11.62","2","1.2629","0","47.22"
"75.273","3138","108.6","33.21","0.00","-11.62","2","1.2588","0","47.41"
"75.293","3139","108.6","33.55","0.00","-11.62","2","1.3083","0","47.46"
"75.313","3139","108.7","33.60","0.00","-11.63","2","1.3168","0","47.57"
"75.332","3140","108.7","33.60","0.00","-11.64","2","1.3050","0","47.35"
"75.352","3140","108.7","33.60","0.00","-11.66","2","1.3100","0","47.15"
"75.371","3141","108.8","33.60","0.00","-11.73","2","1.3263","0","46.90"
"75.391","3142","108.8","33.60","0.00","-11.87","2","1.3153","0","46.40"
"75.410","3142","108.8","33.60","0.00","-12.08","2","1.2724","0","45.92"
"75.430","3143","108.8","33.59","0.00","-12.36","2","1.3157","0","45.68"
"75.449","3143","108.9","33.25","0.00","-12.69","2","1.2977","0","45.18"
"75.469","3144","108.9","32.90","0.00","-13.08","2","1.2626","0","44.91"
"75.488","3144","108.9","31.77","0.00","-13.50","2","1.2801","0","44.83"
"75.508","3145","108.9","29.53","0.00","-13.94","2","1.2978","0","44.84"
"75.527","3146","108.9","26.26","0.00","-14.39","2","1.2902","0","44.93"
"75.547","3146","108.9","23.03","0.00","-14.81","2","1.2860","0","45.13"
"75.566","3147","108.9","21.19","0.00","-15.13","2","1.3226","0","45.49"
"75.586","3147","108.8","20.37","0.00","-15.36","2","1.3731","0","46.03"
"75.605","3148","108.8","19.82","0.00","-15.53","2","1.3746","0","46.68"
"75.625","3149","108.7","19.14","0.00","-15.61","2","1.3641","0","47.24"
"75.645","3149","108.6","18.72","0.00","-15.64","2","1.3921","0","47.57"
"75.664","3150","108.5","17.92","0.00","-15.65","2","1.4230","0","47.76"
"75.684","3150","108.5","17.41","0.00","-15.66","2","1.4242","0","47.91"
"75.703","3151","108.4","17.15","0.00","-15.66","2","1.4158","0","47.98"
"75.723","3152","108.3","15.93","0.00","-15.66","2","1.4280","0","47.83"
"75.742","3152","108.2","13.19","0.00","-15.66","2","1.4233","0","47.39"
"75.762","3153","108.1","11.54","0.00","-15.66","2","1.3655","0","46.77"
"75.781","3153","108.0","10.81","0.00","-15.66","2","1.3973","0","46.07"
"75.801","3154","107.9","10.69","0.00","-15.69","2","1.3714","0","45.49"
"75.820","3155","107.8","10.69","0.00","-15.77","2","1.3453","0","45.15"
"75.840","3155","107.7","10.50","0.00","-15.89","2","1.3565","0","45.04"
"75.859","3156","107.6","10.15","0.00","-16.03","2","1.3690","0","45.11"
"75.879","3156","107.5","9.90","0.00","-16.19","2","1.3648","0","45.35"
"75.898","3157","107.4","9.90","0.00","-16.36","2","1.4173","0","45.81"
"75.918","3157","107.2","9.90","0.00","-16.49","2","1.5339","0","46.59"
"75.938","3158","107.1","9.90","0.00","-16.57","2","1.4684","0","47.62"
"75.957","3159","107.0","9.60","0.00","-16.60","2","1.4974","0","48.66"
"75.977","3159","106.8","9.25","0.00","-16.61","2","1.5752","0","49.61"
"75.996","3160","106.7","8.49","0.00","-16.61","2","1.5846","0","50.33"
"76.016","3160","106.5","6.66","0.00","-16.61","2","1.5856","0","50.78"
"76.035","3161","106.3","4.42","0.00","-16.61","2","1.6513","0","50.94"
"76.055","3162","106.2","3.56","0.00","-16.61","2","1.7242","0","50.89"
"76.074","3162","106.0","3.65","0.00","-16.60","2","1.7666","0","50.80"
"76.094","3163","105.8","5.73","0.00","-16.59","2","1.7506","0","50.98"
"76.113","3163","105.6","6.25","0.00","-16.53","2","1.6879","0","51.13"
"76.133","3164","105.4","8.20","0.00","-16.46","2","1.8830","0","51.03"
"76.152","3164","105.2","9.54","0.00","-16.39","2","1.7857","0","50.64"
"76.172","3165","105.1","11.07","0.00","-16.32","2","1.6223","0","49.95"
"76.191","3166","104.9","13.74","0.00","-16.25","2","1.6959","0","49.12"
"76.211","3166","104.8","16.45","0.00","-16.19","2","1.8573","0","48.40"
"76.230","3167","104.6","17.60","0.00","-16.16","2","1.8318","0","48.09"
"76.250","3167","104.5","20.03","0.00","-16.16","2","1.6474","0","48.10"
"76.270","3168","104.4","21.16","0.00","-16.15","2","1.6721","0","48.35"
"76.289","3168","104.3","23.98","0.00","-16.13","2","1.7006","0","48.76"
"76.309","3169","104.2","26.83","0.00","-16.10","2","1.6329","0","49.43"
"76.328","3170","104.1","28.63","0.00","-16.05","2","1.5842","0","50.30"
"76.348","3170","104.0","29.80","0.00","-15.96","2","1.7007","0","51.07"
"76.367","3171","103.9","31.28","0.00","-15.85","2","1.8514","0","51.44"
"76.387","3171","103.8","32.97","0.00","-15.71","2","1.6277","0","51.61"
"76.406","3172","103.8","34.36","0.00","-15.58","2","1.5196","0","51.80"
"76.426","3172","103.8","34.88","0.00","-15.51","2","1.8424","0","51.67"
"76.445","3173","103.7","35.12","0.00","-15.46","2","1.9233","0","51.94"
"76.465","3174","103.6","35.42","0.00","-15.44","2","1.7259","0","53.06"
"76.484","3174","103.6","35.77","0.00","-15.43","2","1.7646","0","54.15"
"76.504","3175","103.5","36.56","0.00","-15.42","2","1.9677","0","54.81"
"76.523","3175","103.5","37.85","0.00","-15.42","2","1.9195","0","54.83"
"76.543","3176","103.4","38.94","0.00","-15.40","2","1.6489","0","53.58"
"76.563","3176","103.4","40.33","0.00","-15.40","2","1.8538","0","51.11"
"76.582","3177","103.4","42.41","0.00","-15.40","2","1.7727","0","47.61"
"76.602","3177","103.5","43.58","0.00","-15.40","2","1.4390","0","44.55"
"76.621","3178","103.5","45.13","0.00","-15.42","2","1.4405","0","41.96"
"76.641","3179","103.5","46.03","0.00","-15.45","2","1.4269","0","40.10"
"76.660","3179","103.6","46.38","0.00","-15.50","2","1.2876","0","39.07"
"76.680","3180","103.6","46.95","0.00","-15.57","2","1.2377","0","38.84"
"76.699","3180","103.6","47.99","0.00","-15.65","2","1.3775","0","39.44"
"76.719","3181","103.6","48.97","0.00","-15.70","2","1.2606","0","40.86"
"76.738","3181","103.7","48.97","0.00","-15.70","2","1.3954","0","42.90"
"76.758","3182","103.8","48.97","0.00","-15.70","2","1.7077","0","45.00"
"76.777","3183","103.9","49.51","0.00","-15.70","2","1.8613","0","47.96"
"76.797","3183","104.0","49.98","0.00","-15.66","2","1.9357","0","51.27"
"76.816","3184","104.0","50.15","0.00","-15.59","2","1.9757","0","54.29"
"76.836","3184","104.0","50.15","0.00","-15.52","2","1.9859","0","56.35"
"76.855","3185","104.0","50.15","0.00","-15.47","2","1.9718","0","56.99"
"76.875","3185","104.1","50.15","0.00","-15.46","2","1.9354","0","55.97"
"76.895","3186","104.2","50.15","0.00","-15.47","2","1.7948","0","53.21"
"76.914","3187","104.3","50.15","0.00","-15.53","2","1.7021","0","50.15"
"76.934","3187","104.4","50.15","0.00","-15.69","2","1.6172","0","47.38"
"76.953","3188","104.5","50.15","0.00","-15.91","2","1.5376","0","45.35"
"76.973","3188","104.6","50.15","0.00","-16.18","2","1.5131","0","44.29"
"76.992","3189","104.7","50.15","0.00","-16.47","2","1.5529","0","44.15"
"77.012","3189","104.8","50.15","0.00","-16.75","2","1.6162","0","44.83"
"77.031","3190","104.8","50.15","0.00","-17.00","2","1.6644","0","46.18"
"77.051","3191","104.9","50.15","0.00","-17.20","2","1.6904","0","48.04"
"77.070","3191","105.0","50.15","0.00","-17.27","2","1.7140","0","49.82"
"77.090","3192","105.1","50.15","0.00","-17.29","2","1.7111","0","51.06"
"77.109","3192","105.2","50.15","0.00","-17.29","2","1.6883","0","51.59"
"77.129","3193","105.3","50.15","0.00","-17.29","2","1.6503","0","51.34"
"77.148","3193","105.4","50.31","0.00","-17.27","2","1.6003","0","50.36"
"77.168","3194","105.5","50.97","0.00","-17.22","2","1.5408","0","48.91"
"77.188","3195","105.6","52.35","0.00","-17.15","2","1.4779","0","47.34"
"77.207","3195","105.7","53.73","0.00","-17.07","2","1.4333","0","46.00"
"77.227","3196","105.8","54.76","0.00","-16.99","2","1.4080","0","45.06"
"77.246","3196","106.0","55.19","0.00","-16.88","2","1.4122","0","44.57"
"77.266","3197","106.1","56.26","0.00","-16.76","2","1.4185","0","44.64"
"77.285","3197","106.3","57.02","0.00","-16.64","2","1.4375","0","45.24"
"77.305","3198","106.4","57.40","0.00","-16.49","2","1.4594","0","46.25"
"77.324","3199","106.5","57.63","0.00","-16.32","2","1.4731","0","47.44"
"77.344","3199","106.7","57.63","0.00","-16.12","2","1.4795","0","48.53"
"77.363","3200","106.8","57.63","0.00","-15.94","2","1.4748","0","49.28"
"77.383","3200","106.9","57.63","0.00","-15.74","2","1.4643","0","49.44"
"77.402","3201","107.1","57.79","0.00","-15.53","2","1.4573","0","48.98"
"77.422","3202","107.3","57.96","0.00","-15.33","2","1.4302","0","48.02"
"77.441","3202","107.4","58.03","0.00","-15.17","2","1.3841","0","46.74"
"77.461","3203","107.6","58.03","0.00","-15.04","2","1.3372","0","45.38"
"77.480","3203","107.7","58.03","0.00","-14.92","2","1.3000","0","44.17"
"77.500","3204","107.9","58.03","0.00","-14.80","2","1.2762","0","43.31"
"77.520","3204","108.0","58.03","0.00","-14.65","2","1.2752","0","42.87"
"77.539","3205","108.2","58.03","0.00","-14.46","2","1.2717","0","42.90"
"77.559","3206","108.3","58.36","0.00","-14.19","2","1.2776","0","43.31"
"77.578","3206","108.5","58.70","0.00","-13.81","2","1.2981","0","44.00"
"77.598","3207","108.6","59.05","0.00","-13.33","2","1.3216","0","44.88"
"77.617","3207","108.8","59.59","0.00","-12.75","2","1.3425","0","45.80"
"77.637","3208","108.9","60.56","0.00","-12.06","2","1.3644","0","46.62"
"77.656","3209","109.0","61.56","0.00","-11.31","2","1.3942","0","47.25"
"77.676","3209","109.2","61.76","0.00","-10.47","2","1.4329","0","47.65"
"77.695","3210","109.4","63.14","0.00","-9.56","2","1.4687","0","47.94"
"77.715","3210","109.5","64.17","0.00","-8.62","2","1.4494","0","48.33"
"77.734","3211","109.7","65.81","0.00","-7.63","2","1.4337","0","48.70"
"77.754","3212","109.9","67.53","0.00","-6.72","2","1.4276","0","48.95"
"77.773","3212","110.1","68.65","0.00","-5.93","2","1.4114","0","49.02"
"77.793","3213","110.3","70.16","0.00","-5.29","2","1.3995","0","48.83"
"77.813","3213","110.5","72.65","0.00","-4.81","2","1.3903","0","48.40"
"77.832","3214","110.8","74.93","0.00","-4.48","2","1.3518","0","47.80"
"77.852","3215","111.0","76.61","0.00","-4.33","2","1.3188","0","47.01"
"77.871","3215","111.3","79.72","0.00","-4.31","2","1.2665","0","46.18"
"77.891","3216","111.6","81.89","0.00","-4.32","2","1.1774","0","45.36"
"77.910","3216","111.9","82.90","0.00","-4.33","2","1.0863","0","44.51"
"77.930","3217","112.2","83.81","0.00","-4.32","2","0.9881","0","43.58"
"77.949","3218","112.6","85.35","0.00","-4.26","2","0.8979","0","42.56"
"77.969","3218","112.9","88.26","0.00","-4.15","2","0.8086","0","41.54"
"77.988","3219","113.2","91.93","0.00","-3.99","2","0.7073","0","40.64"
"78.008","3220","113.6","92.77","0.00","-3.78","2","0.6462","0","39.90"
"78.027","3220","113.9","95.53","0.00","-3.53","2","0.5984","0","39.38"
"78.047","3221","114.3","97.63","0.00","-3.26","2","0.5725","0","39.42"
"78.066","3221","114.7","99.42","0.00","-2.98","2","0.5415","0","40.07"
"78.086","3222","115.0","100.00","0.00","-2.73","2","0.5266","0","41.04"
"78.105","3223","115.4","100.00","0.00","-2.57","2","0.5242","0","42.14"
"78.125","3223","115.8","100.00","0.00","-2.50","2","0.5279","0","43.27"
"78.145","3224","116.2","100.00","0.00","-2.52","2","0.5327","0","44.29"
"78.164","3225","116.6","100.00","0.00","-2.62","2","0.5250","0","44.85"
"78.184","3225","117.0","100.00","0.00","-2.74","2","0.5021","0","44.82"
"78.203","3226","117.3","100.00","0.00","-2.87","2","0.4781","0","44.21"
"78.223","3226","117.7","100.00","0.00","-2.99","2","0.4384","0","43.30"
"78.242","3227","118.1","100.00","0.00","-3.12","2","0.3958","0","42.13"
"78.262","3228","118.5","100.00","0.00","-3.26","2","0.3683","0","40.89"
"78.281","3228","118.9","100.00","0.00","-3.43","2","0.3412","0","39.84"
"78.301","3229","119.2","100.00","0.00","-3.64","2","0.3133","0","39.06"
"78.320","3230","119.6","100.00","0.00","-3.92","2","0.3235","0","38.43"
"78.340","3230","119.9","100.00","0.00","-4.27","2","0.3470","0","38.17"
"78.359","3231","120.3","100.00","0.00","-4.60","2","0.3779","0","38.49"
"78.379","3232","120.6","100.00","0.00","-4.85","2","0.4277","0","38.70"
"78.398","3232","121.0","100.00","0.00","-5.12","2","0.4159","0","37.98"
"78.418","3233","121.3","100.00","0.00","-5.39","2","0.4165","0","36.88"
"78.438","3234","121.6","100.00","0.00","-5.65","2","0.4170","0","36.27"
"78.457","3234","121.9","100.00","0.00","-5.88","2","0.4986","0","36.23"
"78.477","3235","122.1","100.00","0.00","-6.09","2","0.7374","0","36.29"
"78.496","3236","122.3","100.00","0.00","-6.27","0","0.6936","0","37.20"
"78.516","3236","122.3","100.00","0.00","-6.39","0","0.7005","0","39.89"
"78.535","3237","122.1","100.00","0.00","-6.46","0","0.6649","0","43.96"
"78.555","3238","122.1","100.00","0.00","-6.48","0","0.7918","0","46.68"
"78.574","3238","122.1","100.00","0.00","-6.48","3","0.8805","0","46.89"
"78.594","3239","122.4","100.00","0.00","-6.48","3","0.9185","0","46.68"
"78.613","3240","122.8","100.00","0.00","-6.46","3","0.9321","0","47.89"
"78.633","3240","123.1","100.00","0.00","-6.43","3","0.9384","0","49.68"
"78.652","3241","123.4","100.00","0.00","-6.39","3","1.0336","0","49.59"
"78.672","3242","123.7","100.00","0.00","-6.37","3","0.9325","0","49.93"
"78.691","3242","124.0","100.00","0.00","-6.29","3","0.9696","0","46.74"
"78.711","3243","124.3","100.00","0.00","-6.22","3","1.1072","0","51.31"
"78.730","3244","124.7","100.00","0.00","-6.05","3","0.9831","0","52.24"
"78.750","3244","125.0","100.00","0.00","-5.85","3","0.8452","0","48.66"
"78.770","3245","125.3","100.00","0.00","-5.66","3","0.8984","0","44.21"
"78.789","3246","125.7","100.00","0.00","-5.48","3","0.9592","0","40.98"
"78.809","3246","126.0","100.00","0.00","-5.37","3","0.7163","0","37.89"
"78.828","3247","126.4","100.00","0.00","-5.33","3","0.7273","0","33.51"
"78.848","3248","126.7","100.00","0.00","-5.32","3","0.6805","0","32.99"
"78.867","3249","127.0","100.00","0.00","-5.32","3","0.5819","0","31.45"
"78.887","3249","127.3","100.00","0.00","-5.31","3","0.6557","0","31.32"
"78.906","3250","127.6","100.00","0.00","-5.29","3","0.6614","0","32.83"
"78.926","3251","127.9","100.00","0.00","-5.24","3","0.6231","0","34.28"
"78.945","3251","128.2","100.00","0.00","-5.17","3","0.6877","0","35.46"
"78.965","3252","128.6","100.00","0.00","-5.08","3","0.7855","0","38.27"
"78.984","3253","128.9","100.00","0.00","-5.01","3","0.7409","0","40.37"
"79.004","3253","129.2","100.00","0.00","-4.98","3","0.8646","0","40.87"
"79.023","3254","129.5","100.00","0.00","-4.99","3","0.9431","0","43.14"
"79.043","3255","129.8","100.00","0.00","-5.05","3","0.9115","0","43.80"
"79.063","3256","130.2","100.00","0.00","-5.15","3","0.9413","0","43.78"
"79.082","3256","130.5","100.00","0.00","-5.29","3","0.9541","0","44.31"
"79.102","3257","130.8","100.00","0.00","-5.44","3","0.8825","0","44.61"
"79.121","3258","131.1","100.00","0.00","-5.59","3","0.8347","0","43.22"
"79.141","3258","131.4","100.00","0.00","-5.76","3","0.8687","0","42.36"
"79.160","3259","131.8","100.00","0.00","-5.93","3","0.7709","0","42.74"
"79.180","3260","132.1","100.00","0.00","-6.07","3","0.6557","0","40.88"
"79.199","3261","132.4","100.00","0.00","-6.22","3","0.6934","0","39.41"
"79.219","3261","132.7","100.00","0.00","-6.36","3","0.6166","0","38.37"
"79.238","3262","133.0","100.00","0.00","-6.48","3","0.4679","0","36.78"
"79.258","3263","133.3","100.00","0.00","-6.56","3","0.4714","0","34.29"
"79.277","3263","133.6","100.00","0.00","-6.58","3","0.5903","0","31.42"
"79.297","3264","133.9","100.00","0.00","-6.60","3","0.3509","0","28.70"
"79.316","3265","134.2","100.00","0.00","-6.59","3","0.2930","0","27.18"
"79.336","3266","134.5","100.00","0.00","-6.55","3","0.4448","0","29.46"
"79.355","3266","134.7","100.00","0.00","-6.46","3","0.5525","0","33.55"
"79.375","3267","134.9","100.00","0.00","-6.35","3","0.6548","0","37.35"
"79.395","3268","135.2","100.00","0.00","-6.24","3","0.7931","0","40.74"
"79.414","3269","135.6","100.00","0.00","-6.14","3","0.9983","0","45.18"
"79.434","3269","135.8","100.00","0.00","-6.05","3","1.1930","0","49.65"
"79.453","3270","136.1","100.00","0.00","-5.97","3","1.2371","0","49.86"
"79.473","3271","136.4","100.00","0.00","-5.94","3","1.4250","0","49.46"
"79.492","3272","136.7","100.00","0.00","-5.94","3","1.2366","0","50.64"
"79.512","3272","137.0","100.00","0.00","-5.95","3","1.1222","0","49.10"
"79.531","3273","137.3","100.00","0.00","-6.01","3","1.0410","0","47.12"
"79.551","3274","137.6","100.00","0.00","-6.13","3","0.9764","0","46.03"
"79.570","3275","137.9","100.00","0.00","-6.30","3","0.9063","0","45.54"
"79.590","3275","138.2","100.00","0.00","-6.54","3","0.8245","0","44.59"
"79.609","3276","138.6","100.00","0.00","-6.80","3","0.7606","0","42.49"
"79.629","3277","138.8","100.00","0.00","-7.09","3","0.7555","0","39.05"
"79.648","3278","139.1","100.00","0.00","-7.37","3","0.6755","0","35.66"
"79.668","3278","139.4","100.00","0.00","-7.62","3","0.6448","0","32.66"
"79.688","3279","139.7","100.00","0.00","-7.78","3","0.6556","0","31.00"
"79.707","3280","140.0","100.00","0.00","-7.84","3","0.7062","0","30.76"
"79.727","3281","140.3","100.00","0.00","-7.80","3","0.7247","0","31.88"
"79.746","3281","140.5","100.00","0.00","-7.67","3","0.7174","0","33.83"
"79.766","3282","140.8","100.00","0.00","-7.47","3","0.7834","0","36.23"
"79.785","3283","141.0","100.00","0.00","-7.23","3","0.9337","0","39.86"
"79.805","3284","141.3","100.00","0.00","-6.98","3","0.9440","0","43.28"
"79.824","3284","141.6","100.00","0.00","-6.76","3","1.0345","0","43.99"
"79.844","3285","141.8","100.00","0.00","-6.64","3","1.1461","0","45.94"
"79.863","3286","142.1","100.00","0.00","-6.59","3","1.1542","0","48.22"
"79.883","3287","142.3","100.00","0.00","-6.58","3","1.1283","0","48.82"
"79.902","3288","142.6","100.00","0.00","-6.58","3","1.1469","0","47.96"
"79.922","3288","142.8","100.00","0.00","-6.60","3","1.1738","0","47.50"
"79.941","3289","143.1","100.00","0.00","-6.66","3","1.1005","0","47.87"
"79.961","3290","143.4","100.00","0.00","-6.74","3","1.0068","0","47.10"
"79.980","3291","143.6","100.00","0.00","-6.83","3","1.0551","0","45.43"
"80.000","3292","143.9","100.00","0.00","-6.96","3","1.0592","0","44.94"
"80.020","3292","144.1","100.00","0.00","-7.14","3","1.0340","0","45.26"
"80.039","3293","144.4","100.00","0.00","-7.28","3","1.0188","0","45.72"
"80.059","3294","144.6","100.00","0.00","-7.36","3","1.0166","0","45.91"
"80.078","3295","144.9","100.00","0.00","-7.38","3","0.9977","0","45.81"
"80.098","3295","145.1","100.00","0.00","-7.36","3","0.9495","0","45.57"
"80.117","3296","145.4","100.00","0.00","-7.32","3","0.9433","0","45.20"
"80.137","3297","145.6","100.00","0.00","-7.24","3","1.0437","0","44.58"
"80.156","3298","145.9","100.00","0.00","-7.15","3","1.1146","0","44.06"
"80.176","3299","146.1","100.00","0.00","-7.07","3","1.0695","0","43.85"
"80.195","3299","146.3","100.00","0.00","-7.00","3","0.9786","0","43.86"
"80.215","3300","146.6","100.00","0.00","-6.94","3","0.9417","0","44.01"
"80.234","3301","146.8","100.00","0.00","-6.88","3","1.0100","0","44.10"
"80.254","3302","147.0","100.00","0.00","-6.81","3","1.1299","0","44.10"
"80.273","3303","147.2","100.00","0.00","-6.75","3","1.1328","0","44.44"
"80.293","3303","147.5","100.00","0.00","-6.69","3","1.0974","0","45.27"
"80.313","3304","147.7","100.00","0.00","-6.62","3","1.1553","0","46.35"
"80.332","3305","147.9","100.00","0.00","-6.53","3","1.1886","0","47.46"
"80.352","3306","148.1","100.00","0.00","-6.41","3","1.1692","0","48.54"
"80.371","3307","148.3","100.00","0.00","-6.24","3","1.1443","0","49.49"
"80.391","3307","148.5","100.00","0.00","-6.01","3","1.2202","0","50.08"
"80.410","3308","148.6","100.00","0.00","-5.71","0","1.4008","0","50.22"
"80.430","3309","148.4","100.00","0.00","-5.41","0","1.4374","0","50.17"
"80.449","3310","148.3","100.00","0.00","-5.18","0","1.3624","0","50.10"
"80.469","3311","148.2","100.00","0.00","-5.03","0","1.3294","0","49.96"
"80.488","3312","148.2","100.00","0.00","-4.95","4","1.2726","0","49.70"
"80.508","3312","148.4","100.00","0.00","-4.92","4","1.1439","0","49.04"
"80.527","3313","148.7","100.00","0.00","-4.91","4","1.0320","0","47.93"
"80.547","3314","148.9","100.00","0.00","-4.91","4","0.9984","0","46.76"
"80.566","3315","149.1","100.00","0.00","-4.91","4","1.0187","0","45.91"
"80.586","3316","149.3","100.00","0.00","-4.91","4","1.0335","0","45.36"
"80.605","3316","149.5","100.00","0.00","-4.91","4","1.0253","0","45.02"
"80.625","3317","149.7","100.00","0.00","-4.91","4","1.1026","0","45.01"
"80.645","3318","149.9","100.00","0.00","-4.91","4","1.1636","0","45.29"
"80.664","3319","150.1","100.00","0.00","-4.92","4","1.1406","0","45.33"
"80.684","3320","150.3","100.00","0.00","-4.92","4","1.1274","0","45.11"
"80.703","3320","150.5","100.00","0.00","-4.92","4","1.1282","0","44.96"
"80.723","3321","150.7","100.00","0.00","-4.91","4","1.1017","0","45.19"
"80.742","3322","150.9","100.00","0.00","-4.89","4","1.0822","0","45.91"
"80.762","3323","151.1","100.00","0.00","-4.84","4","1.1599","0","47.17"
"80.781","3324","151.3","100.00","0.00","-4.73","4","1.1130","0","48.26"
"80.801","3325","151.5","100.00","0.00","-4.63","4","1.0947","0","48.75"
"80.820","3325","151.8","100.00","0.00","-4.52","4","1.0816","0","48.37"
"80.840","3326","152.0","100.00","0.00","-4.43","4","1.0421","0","47.49"
"80.859","3327","152.2","100.00","0.00","-4.36","4","0.9744","0","46.23"
"80.879","3328","152.4","100.00","0.00","-4.29","4","0.9045","0","44.74"
"80.898","3329","152.6","100.00","0.00","-4.24","4","0.8558","0","43.54"
"80.918","3330","152.8","100.00","0.00","-4.21","4","0.8130","0","43.18"
"80.938","3330","153.1","100.00","0.00","-4.21","4","0.7607","0","43.17"
"80.957","3331","153.3","100.00","0.00","-4.21","4","0.7122","0","41.83"
"80.977","3332","153.5","100.00","0.00","-4.20","4","0.6985","0","40.25"
"80.996","3333","153.7","100.00","0.00","-4.20","4","0.6837","0","40.22"
"81.016","3334","153.9","100.00","0.00","-4.20","4","0.6643","0","41.13"
"81.035","3335","154.1","100.00","0.00","-4.18","4","0.6437","0","41.33"
"81.055","3335","154.3","100.00","0.00","-4.17","4","0.6480","0","40.49"
"81.074","3336","154.5","100.00","0.00","-4.17","4","0.7320","0","40.68"
"81.094","3337","154.7","100.00","0.00","-4.17","4","0.7147","0","42.45"
"81.113","3338","154.9","100.00","0.00","-4.16","4","0.6626","0","42.44"
"81.133","3339","155.2","100.00","0.00","-4.16","4","0.7782","0","42.16"
"81.152","3340","155.4","100.00","0.00","-4.16","4","0.8204","0","42.89"
"81.172","3341","155.6","100.00","0.00","-4.14","4","0.7880","0","43.91"
"81.191","3341","155.8","100.00","0.00","-4.11","4","0.8219","0","44.66"
"81.211","3342","156.0","100.00","0.00","-4.07","4","0.9308","0","45.45"
"81.230","3343","156.2","100.00","0.00","-4.02","4","0.9188","0","46.68"
"81.250","3344","156.4","100.00","0.00","-3.97","4","0.9349","0","47.80"
"81.270","3345","156.6","100.00","0.00","-3.91","4","0.9365","0","47.88"
"81.289","3346","156.8","100.00","0.00","-3.86","4","0.9239","0","47.27"
"81.309","3347","157.1","100.00","0.00","-3.82","4","0.8697","0","46.13"
"81.328","3347","157.3","100.00","0.00","-3.81","4","0.8196","0","44.54"
"81.348","3348","157.5","100.00","0.00","-3.81","4","0.7594","0","43.17"
"81.367","3349","157.8","100.00","0.00","-3.81","4","0.6845","0","42.26"
"81.387","3350","158.0","100.00","0.00","-3.81","4","0.6435","0","41.29"
"81.406","3351","158.2","100.00","0.00","-3.81","4","0.6197","0","40.82"
"81.426","3352","158.4","100.00","0.00","-3.81","4","0.5711","0","40.50"
"81.445","3353","158.6","100.00","0.00","-3.81","4","0.5845","0","40.19"
"81.465","3353","158.8","100.00","0.00","-3.81","4","0.5721","0","40.08"
"81.484","3354","159.1","100.00","0.00","-3.81","4","0.5739","0","40.05"
"81.504","3355","159.3","100.00","0.00","-3.81","4","0.5992","0","40.16"
"81.523","3356","159.5","100.00","0.00","-3.81","4","0.6244","0","40.52"
"81.543","3357","159.7","100.00","0.00","-3.79","4","0.6436","0","41.12"
"81.563","3358","159.9","100.00","0.00","-3.74","4","0.7001","0","41.76"
"81.582","3359","160.1","100.00","0.00","-3.67","4","0.6892","0","42.60"
"81.602","3359","160.3","100.00","0.00","-3.59","4","0.7198","0","43.08"
"81.621","3360","160.5","100.00","0.00","-3.49","4","0.7266","0","43.50"
"81.641","3361","160.8","100.00","0.00","-3.38","4","0.7229","0","43.70"
"81.660","3362","161.0","100.00","0.00","-3.24","4","0.7227","0","43.88"
"81.680","3363","161.2","100.00","0.00","-3.09","4","0.7160","0","44.13"
"81.699","3364","161.4","100.00","0.00","-2.96","4","0.6925","0","44.41"
"81.719","3365","161.6","100.00","0.00","-2.84","4","0.6739","0","44.82"
"81.738","3366","161.8","100.00","0.00","-2.72","4","0.6549","0","44.83"
"81.758","3367","162.0","100.00","0.00","-2.65","4","0.5990","0","44.72"
"81.777","3367","162.3","100.00","0.00","-2.62","4","0.5696","0","43.88"
"81.797","3368","162.5","100.00","0.00","-2.62","4","0.5212","0","42.90"
"81.816","3369","162.7","100.00","0.00","-2.62","4","0.4817","0","41.78"
